-5.080000000000000071e+00 3.707000000000000028e+01 -1.814000000000000057e+01
-8.060000000000000497e+00 1.505000000000000071e+01 -1.146000000000000085e+01
-1.655999999999999872e+01 4.732000000000000028e+01 -1.331000000000000050e+01
-5.169999999999999929e+00 5.406000000000000227e+01 -7.400000000000000355e+00
-3.064999999999999858e+01 5.042999999999999972e+01 -9.619999999999999218e+00
-3.597999999999999687e+01 3.071000000000000085e+01 -1.210999999999999943e+01
-1.844999999999999929e+01 3.481000000000000227e+01 4.220000000000000284e+01
-3.342999999999999972e+01 3.272999999999999687e+01 3.546000000000000085e+01
-4.842999999999999972e+01 1.273000000000000043e+01 1.901999999999999957e+01
-4.557999999999999829e+01 2.991000000000000014e+01 1.399000000000000021e+01
-4.799999999999999822e+00 4.917000000000000171e+01 3.089000000000000057e+01
-5.320000000000000284e+00 4.849999999999999645e+00 6.138000000000000256e+01
-7.629999999999999893e+00 -2.535999999999999943e+01 7.006999999999999318e+01
-3.864999999999999858e+01 -5.679999999999999716e+00 5.093999999999999773e+01
-4.715999999999999659e+01 -8.480000000000000426e+00 1.394999999999999929e+01
-4.246000000000000085e+01 -2.262999999999999901e+01 4.892000000000000171e+01
-2.344999999999999929e+01 -5.956000000000000227e+01 5.896000000000000085e+01
-4.279999999999999716e+01 -4.582000000000000028e+01 4.674000000000000199e+01
-5.578999999999999915e+01 -3.364000000000000057e+01 3.044999999999999929e+01
-4.414000000000000057e+01 -6.082000000000000028e+01 3.559000000000000341e+01
-7.240000000000000213e+00 -5.607000000000000028e+01 4.800999999999999801e+01
-1.653999999999999915e+01 -8.426000000000000512e+01 2.817000000000000171e+01
-3.239000000000000057e+01 -8.073000000000000398e+01 1.610999999999999943e+01
-3.635999999999999943e+01 -7.829000000000000625e+01 -7.839999999999999858e+00
-7.139999999999999680e+00 -7.867000000000000171e+01 6.440000000000000391e+00
-5.929999999999999716e+00 -8.012999999999999545e+01 2.721999999999999886e+01
-1.461999999999999922e+01 -6.756000000000000227e+01 -4.629999999999999893e+00
-3.116000000000000014e+01 -4.029999999999999716e+01 -2.023000000000000043e+01
-4.199000000000000199e+01 -1.887999999999999901e+01 9.980000000000000426e+00
-5.315999999999999659e+01 -2.067999999999999972e+01 7.129999999999999893e+00
-5.552000000000000313e+01 -3.379999999999999716e+01 -2.200000000000000178e+00
-4.977000000000000313e+01 -2.805000000000000071e+01 -2.317000000000000171e+01
-3.988000000000000256e+01 1.514000000000000057e+01 -2.017999999999999972e+01
-3.632000000000000028e+01 1.458999999999999986e+01 -3.407999999999999829e+01
-2.117000000000000171e+01 -1.594999999999999929e+01 -2.069999999999999929e+01
-4.040000000000000036e+00 3.539999999999999858e+01 1.394999999999999929e+01
-5.480000000000000426e+00 -1.491999999999999993e+01 4.157000000000000028e+01
-4.849999999999999645e+00 -4.292000000000000171e+01 2.467000000000000171e+01
-3.513000000000000256e+01 6.650000000000000355e+00 3.439999999999999947e+00
8.349999999999999645e+00 3.564000000000000057e+01 -1.803999999999999915e+01
1.042999999999999972e+01 1.591000000000000014e+01 -1.125999999999999979e+01
1.848999999999999844e+01 4.810000000000000142e+01 -1.401999999999999957e+01
8.160000000000000142e+00 5.167000000000000171e+01 -7.129999999999999893e+00
3.317999999999999972e+01 5.259000000000000341e+01 -1.073000000000000043e+01
4.121999999999999886e+01 3.222999999999999687e+01 -1.191000000000000014e+01
2.189999999999999858e+01 3.112000000000000099e+01 4.382000000000000028e+01
3.759000000000000341e+01 3.306000000000000227e+01 3.403999999999999915e+01
5.020000000000000284e+01 1.498000000000000043e+01 2.141000000000000014e+01
5.032999999999999829e+01 3.016000000000000014e+01 1.416999999999999993e+01
9.099999999999999645e+00 5.084000000000000341e+01 3.021999999999999886e+01
8.619999999999999218e+00 1.700000000000000122e-01 6.185000000000000142e+01
7.480000000000000426e+00 -3.158999999999999986e+01 6.809000000000000341e+01
4.136999999999999744e+01 -8.210000000000000853e+00 5.209000000000000341e+01
5.264999999999999858e+01 -6.250000000000000000e+00 1.463000000000000078e+01
4.142999999999999972e+01 -2.548999999999999844e+01 5.254999999999999716e+01
2.610999999999999943e+01 -5.917999999999999972e+01 6.206000000000000227e+01
4.646000000000000085e+01 -4.628999999999999915e+01 4.953999999999999915e+01
5.760999999999999943e+01 -3.150000000000000000e+01 3.447999999999999687e+01
4.550999999999999801e+01 -5.997999999999999687e+01 3.863000000000000256e+01
9.980000000000000426e+00 -5.604999999999999716e+01 4.377000000000000313e+01
2.428999999999999915e+01 -8.084999999999999432e+01 3.058999999999999986e+01
3.739000000000000057e+01 -7.970000000000000284e+01 1.942000000000000171e+01
3.815999999999999659e+01 -8.198999999999999488e+01 -7.610000000000000320e+00
1.599000000000000021e+01 -7.315000000000000568e+01 9.400000000000000355e+00
1.350999999999999979e+01 -7.935999999999999943e+01 2.823000000000000043e+01
1.628999999999999915e+01 -6.693000000000000682e+01 -3.870000000000000107e+00
3.396999999999999886e+01 -3.910000000000000142e+01 -2.017999999999999972e+01
4.585999999999999943e+01 -1.714999999999999858e+01 1.041000000000000014e+01
5.814999999999999858e+01 -2.178000000000000114e+01 6.799999999999999822e+00
5.746999999999999886e+01 -3.722999999999999687e+01 -1.469999999999999973e+00
5.368999999999999773e+01 -3.107000000000000028e+01 -2.232000000000000028e+01
4.825000000000000000e+01 1.475000000000000000e+01 -1.685999999999999943e+01
4.421999999999999886e+01 1.455000000000000071e+01 -3.222999999999999687e+01
2.537999999999999901e+01 -1.515000000000000036e+01 -2.046999999999999886e+01
8.460000000000000853e+00 3.700999999999999801e+01 1.583999999999999986e+01
8.019999999999999574e+00 -8.830000000000000071e+00 3.978999999999999915e+01
7.440000000000000391e+00 -4.181000000000000227e+01 2.187000000000000099e+01
3.902000000000000313e+01 6.250000000000000000e+00 2.080000000000000071e+00
